Unnamed: 0,data,gtin,ncm,des_item_norm,unidade,valor_unit_liq,qtd_geral_item,qtd_reg_consolid,volume_financeiro
166845,2024-12-16,7891000325858,4022110,LEITE EM PO NINHO INTEGRAL 380GR LT,UN,19.99,3.0,2,59.97
166879,2024-09-28,7898286200039,4022110,CAFE AVACUO MARATA 2,UN,12.99,12.0,11,155.88
166885,2024-12-19,7898945133203,4012010,LEITE LIQ UHT INTEG DAMARE 1L,UN,7.29,1.0,1,7.29
166912,2024-07-04,7897542800037,4072100,OVO IANA GD BCO C 30,UN,18.12,1.0,1,18.12
166949,2024-10-10,7898403782929,4022110,LEITE PO INT BETANIA SACHE 750G,UN,28.75,2.0,2,57.5
166951,2024-06-11,7898929966056,4022110,LEITE PO CCGL INTEGRAL 200G,UND,7.49,1.0,1,7.49
166957,2024-09-30,7898403782387,4011010,LEITE BETANIA INT 1L,UN,5.99,1.0,1,5.99
166966,2024-07-19,7898080640413,4029900,LEITE CONDENSADO ITALAC 395GR TP,UNID,6.4,1.0,1,6.4
166971,2024-07-20,7898387120380,4012010,LEITE L NATVILLE 1L,UN,6.49,5.0,4,32.45
166980,2024-09-05,7897318507016,4051000,MANTEIGA DAVACA 200GR PROM,UN,9.99,1.0,1,9.99
166996,2024-11-23,7897318535408,4061010,QUEIJO TIPO MUSSARELA 3 X 4,KG,49.8,3.0,2,149.39999999999998
166998,2024-08-10,7898387120380,4039000,LEITE NATVILLE INTEGRAL 1L,UN,5.49,3.0,3,16.47
167014,2024-09-10,7898080640413,4029900,LEITE COND ITALAC 395G,UN,7.99,8.0,3,63.92
167042,2024-08-24,7898080640413,4029900,LEITE COND ITALAC SEMI DES 395,UN,6.39,29.0,24,185.31
167071,2024-10-16,7897318507016,4051000,MANTEIGA DAVACA 200GR,UN,13.43,1.0,1,13.43
167076,2024-07-30,7897318535408,4061010,QUEIJO MUSSARELA DA VACA,KG,41.99,272.0,1,11421.28
167089,2024-06-15,7898403782387,4012010,LEITE LIQ BETANIA INTEGRAL 1L,UN,5.79,2.0,2,11.58
167091,2024-06-14,7898945133203,4012010,LEITE LIQ DAMARE INTEGRAL 1L 1L,UN,5.08,24.0,1,121.92
167117,2024-09-10,7898929966056,4022110,LEITE PO INTEGRAL CCGL 200G,UND,7.2,1.0,1,7.2
167137,2024-06-11,7891000325858,4022110,LEITE EM PO NINHO INTEGRAL 380G LATA,UN,17.48,11.0,8,192.28
167154,2024-10-25,7898403782387,4012010,LEITE L BETANIA INT C TAMP 1L,UN,6.29,22.0,19,138.38
167160,2024-07-11,7897318507016,4051000,MANTEIGA DA VACA C SAL POTE 200 G,UN,11.65,2.0,2,23.3
167163,2024-10-28,7891000325896,4022110,LEITE PO NINHO SCH 750G INTEG,UN,37.99,1.0,1,37.99
167190,2024-08-08,7896704800304,4061090,QUEIJ TINA M FRESC KG,KG,62.97,1056.0,4,66496.31999999999
167203,2024-10-19,7896051130055,4022110,LEITE PO ITAMBE INT 200G,UN,8.99,6.0,6,53.94
167208,2024-09-26,7898080640413,4029900,LEITE CONDENS ITALAC,UN,4.98,2.0,1,9.96
167223,2024-10-17,7898387120380,4011010,LEITE LIQ NATVILLE INTEG 1L,UN,6.99,1.0,1,6.99
167227,2024-10-02,7897318507016,4051000,MANT DAVACA 200G UN,UN,13.99,7.0,7,97.93
167242,2024-05-25,7898080640413,4012010,ITALAC LEITE COND TRAD SEMIDESNAT TP 395G,UN,4.66,3.0,2,13.98
167246,2024-05-17,7897318500116,4064000,MUSSAR LIGHT DAVACA KG,KG,44.43,192.0,1,8530.56
167290,2024-09-12,7897318572816,4051000,MANTEIGA C SAL DAVACA 500G,UN,25.39,1.0,1,25.39
167296,2024-12-14,7898080640413,4029900,LEITE CONDENSADO ITALAC 395G,UND,6.65,2.0,2,13.3
167327,2024-09-19,7898080640413,4029900,LEITE CONDENSADO SEMIDESNATADO ITALAC TP 1X395G,UN,6.9,2.0,1,13.8
167345,2024-06-26,7897318507016,4051000,MANTEIGA DAVACA 200G COM SAL,UN,12.89,1.0,1,12.89
167348,2024-12-20,7897318535408,4061010,QUEIJO MUSSARELA D VACA,UN,42.46,69.0,1,2929.7400000000002
167378,2024-07-11,7896051130086,4022110,LEITE PO ITAMBE SCH 750G INTEGRAL,UN,29.99,5.0,2,149.95
167383,2024-09-11,7897318507016,4051000,MANTEIGA DAVACA C SAL 200G,UN,13.19,20.0,19,263.8
167400,2024-08-28,7898080640413,4029900,LEITE COND ITALAC TRAD 395G,UN,6.99,18.0,4,125.82000000000001
167401,2024-08-28,7897318507016,4051000,MANTEIGA DAVACA 200 G,UN,10.79,1.0,1,10.79
167404,2024-09-19,7897318512676,4061010,QUEIJO DAVACA MUSSARELA 500G,UND,52.14,8.0,2,417.12
167429,2024-05-22,7898403782387,4012010,LEITE L VIDA BETANIA 1L INTEG C TAMP,UND,6.5,1.0,1,6.5
167431,2024-08-05,7898403782387,4012010,LEITE LIQ BETANIA INTEGRAL,UN,5.84,42.0,40,245.28
167435,2024-10-23,7898403782387,4012010,LEITE UHT INTEGRAL BETANIA 1L,UN,7.99,2.0,1,15.98
167455,2024-06-14,7891000325858,4022110,LEITE NINHO INTEGRAL PO 380G,Un,17.99,2.0,2,35.98
167458,2024-06-14,7891000065440,4029900,LEITE COND MOCA TRAD TP 395G,UNID,8.7,1.0,1,8.7
167469,2024-12-27,7898929966056,4022110,LEITE PO CCGL INTE 200G,UN,7.8,14.0,4,109.2
167470,2024-08-15,7898929966056,4022110,LEITE EM PO INTEGRAL,Un,8.5,1.0,1,8.5
167471,2024-05-27,7897318572816,4051000,MANTEIGA DAVACA 500G,UN,27.0,1.0,1,27.0
167474,2024-07-25,7898080640413,4029900,LEITE CONDENSADO ITALAC 395G,UND,6.39,2.0,1,12.78
167480,2024-12-23,7898403781298,4029900,LEI COND BET 395G,UN,4.79,1101.0,349,5273.79
167492,2024-05-09,7898929966056,4022110,LEITE EM PO INTEGRAL CCGL 200G,UN,7.25,2.0,2,14.5
167495,2024-05-20,7897318572816,4051000,MANTEIGA DAVACA 500G C SAL,UN,37.9,1.0,1,37.9
167499,2024-11-27,7898403781298,4029900,LEITE COND BETANIA SEM DE395GR PROM,UN,5.35,181.0,118,968.3499999999999
167504,2024-08-13,7896051130055,4022110,LEITE ITAMBE 200G INTEGRAL,UN,9.1,3.0,3,27.299999999999997
167520,2024-10-17,7898929966056,4022110,LEITE PO CCGL SCH 200G INTEGRAL,UN,8.59,8.0,6,68.72
167535,2024-11-26,7891000325858,4022110,LEITE NIHO INTEGRAL LT 380G,Un,23.9,6.0,6,143.39999999999998
167553,2024-12-20,7897318572816,4051000,MANTEIGA DAVACA 500G,UN,27.5,5.0,5,137.5
167563,2024-10-31,7898929966056,4022120,LEITE CCGL 200G,UN,7.99,12.0,11,95.88
167585,2024-06-25,7897318507016,4051000,MANTEIGA DAVACA 200G,UN,11.99,1.0,1,11.99
167592,2024-09-30,7891000065440,4029900,LEITE COND SEMI DESN MOCA TP 395G,UN,6.99,13.0,13,90.87
167594,2024-09-30,7898929966056,4022110,LEITE PO CCGL INTEGRAL 50X200G,UN,7.99,7.0,7,55.93
167600,2024-07-31,7891000325858,4022110,LEITE PO NINHO INTEGAL380G,Un,16.99,43.0,43,730.5699999999999
167609,2024-05-16,7896051130055,4022110,LEITE PO INT ITAMBE PCT 200G,UN,7.98,29.0,29,231.42000000000002
167622,2024-12-18,7891000325858,4022110,LEITE PO INT NINHO LT 380G,UN,24.19,1.0,1,24.19
167626,2024-05-04,7898945133203,4012010,LEITE UHT DAMARE INTEG 1L,UN,4.22,1.0,1,4.22
167649,2024-10-25,7897318507016,4051000,MANTEIGA DAVACA 200G COM SAL,UN,12.49,4.0,4,49.96
167653,2024-05-14,7897318572816,4051000,MANTEIGA DAVACA 500GR,UN,32.49,1.0,1,32.49
167662,2024-09-05,7891000065440,4029900,L COND MOCA 395G UN,UN,6.49,13.0,10,84.37
167675,2024-06-07,7896051130086,4022110,LEITE ITAMBE INTEGRAL PO 800G,UN,29.99,1.0,1,29.99
167684,2024-10-05,7891000325858,4022110,LEITE NINHO INTEGRAL 380GR,UN,21.58,1.0,1,21.58
167695,2024-07-19,7897542800037,4071100,OVOS GRANEL PVC 1X30UN 1X30UN,UN,18.9,174.0,157,3288.6
167714,2024-06-20,7891000325896,4022110,LEITE PO NINHO FORTI,UN,31.79,9.0,8,286.11
167728,2024-10-22,7898945133203,4022110,LEITE LIQ DAMARE 1L,UNID,6.79,2.0,2,13.58
167729,2024-05-29,7897318507016,4051000,MANTEIGA DAVACA 200G,UN,11.89,14.0,13,166.46
167738,2024-06-15,7898080640413,4011090,LEITE CONDENSADO ITALAC 395G,UNID,6.49,4.0,1,25.96
167742,2024-09-26,7898403780918,4021010,LEITE PO BETANIA INT,UND9,6.69,242.0,110,1618.98
167755,2024-06-26,7898929966056,4022110,LEITE PO CCGL INTEG 200G,UN,7.89,5.0,5,39.449999999999996
167756,2024-06-26,7898929966056,4022110,LEITE PO CCGL INTEGRAL 200G,UN,7.79,107.0,73,833.53
167763,2024-05-27,7898929966056,4022110,LEITE EM P INT CCGL 200,UN,7.59,1.0,1,7.59
167792,2024-05-03,7898403782387,4012010,LTE LIQ BETAN 1L INTEG,UN,4.85,56.0,53,271.59999999999997
167839,2024-08-23,7898929966056,4022110,LEITE PO CCGL 200G,UN,7.99,1.0,1,7.99
167853,2024-05-10,7897318572816,4051000,MANTEIGA DAVACA 500G,UNID,26.99,3.0,3,80.97
167854,2024-11-26,7898403782387,4029900,LEITE INT BETANIA,UN,6.99,1.0,1,6.99
167855,2024-11-25,7896877300670,4061010,QUEIJO MUSSARELA KG,KG,50.39,152.0,1,7659.28
167868,2024-10-14,7897318572816,4051000,MANTEIGA 500G DAVACA,Un,28.9,1.0,1,28.9
167879,2024-10-21,7898080640413,4029900,LEITE CONDENSADO SEMIDESNATADO ITALAC TP 1X395G,UNID,6.9,12.0,1,82.80000000000001
167887,2024-09-17,7898929966056,4022110,LEI PO CCGL 200G UN,UN,7.89,2.0,1,15.78
167892,2024-11-26,7898929966056,4022110,LEITE PO CCGL 200G I,UN,8.29,25.0,23,207.24999999999997
167908,2024-10-29,7898387120380,4012010,LTE INT NATVILLE 1LT,Un,5.89,208.0,132,1225.12
167924,2024-05-07,7898403780918,4022110,LEITE EM PO BETANIA INTEGRAL 200GR,UND,6.99,2.0,2,13.98
167927,2024-05-07,7896051130055,4022110,LEITE PO ITAMBE SCH 200G INTEGRAL,UN,7.99,2.0,2,15.98
167935,2024-07-02,7896051130086,4022110,L PO ITAMB 750G INT,Un,32.9,30.0,16,987.0
167990,2024-10-13,7898080640413,4029900,LEITE COND ITALAC 395G,UND,7.29,6.0,4,43.74
168001,2024-06-30,7898945133203,4011010,LEITE DAMARE INTEGRAL 1L,UN,6.89,1.0,1,6.89
168012,2024-08-11,7897967907113,4071100,OVOS BRANCO GRANDE C 30UND,UN,18.9,3.0,3,56.699999999999996
168017,2024-08-18,7897318572816,4051000,MANTEIGA DAVACA 500GR,UN,25.87,2.0,2,51.74
168026,2024-06-30,7898403781298,4029900,L COND BETANIA 395G,Un,5.25,27.0,25,141.75
168033,2024-06-30,7896051130055,4022110,LEITE PO ITAMBE SCH 200G INTEGRAL,UN,6.99,4.0,4,27.96
168048,2024-06-30,7897967907113,4072100,OVO BCO KEROVOS GDE C 30UN,UN,18.99,14.0,14,265.85999999999996
168051,2024-06-30,7896051130055,4022110,LEITE PO ITAMBE INT 200G,UN,8.49,4.0,4,33.96
168056,2024-08-11,7897318507016,4051000,MANTEIGA DAVACA 200G,UN,10.5,1.0,1,10.5
168059,2024-11-24,7898080640413,4029900,LEITE CONDENSADO ITALAC 395 G,UN,6.75,1.0,1,6.75
168060,2024-10-20,7891000065440,4029900,LEITE COND NESTLE MOCA TP 395G,UN0001,7.39,2.0,1,14.78
168061,2024-10-27,7897542800037,4071100,OVOS BCO OVOS TP GRD C30,UN,18.99,42.0,37,797.5799999999999
168073,2024-05-05,7898929966056,4022110,LEITE PO INTEGRAL,UND9,6.89,98.0,13,675.2199999999999
168077,2024-10-06,7898080640413,4029900,LEITE CONDENSADO ITALAC 395G,UN,6.39,12.0,8,76.67999999999999
168084,2024-08-01,7898403782387,4012010,LT L VD BETA INTE 1L,UN,5.95,30.0,30,178.5
168109,2024-08-03,7898403782387,4012010,LEITE BETANIA 1LT C TAMP INTEGRAL,UN,4.49,253.0,107,1135.97
168123,2024-11-05,7897318572816,4051000,MANTEIGA DAVACA 500GRS,UN,27.99,1.0,1,27.99
168131,2024-11-06,7898403782387,4012010,LEITE BETANIA INTEGRAL 1L,UN,6.99,3.0,2,20.97
168136,2024-11-07,7898080640413,4029900,LEITE CONDENSADO ITALAC TP SEMIDESNATADO 395G,UN0001,6.98,4.0,4,27.92
168145,2024-11-07,7898387120083,4051000,MAN NATVILLE 500G,Un,21.5,14.0,8,301.0
168155,2024-11-10,7898929966056,4022110,LEITE PO CCGL INTEG PCT 200G,UND1,7.19,34.0,19,244.46
168156,2024-11-10,7898403780918,4021010,LEITE PO BETANIA INT,UND9,7.59,24.0,15,182.16
168165,2024-11-13,7898403781298,4029900,LEIT COND BETANIA 395G,UN,7.49,9.0,9,67.41
168190,2024-11-18,7897856400282,4061010,QUEIJO MUSSARELA CONQUISTA,KG,48.97,1655.0,10,81045.34999999999
168195,2024-12-01,7898080640413,4029900,LEITE COND ITALAC TP 395G,UN,7.99,1.0,1,7.99
168201,2024-12-02,7898387120380,4012010,LEITE UHT INTEGRAL NATVILLE 1L,UN,6.78,1.0,1,6.78
168205,2024-12-02,7898929966056,4022110,LEITE EM PO INTEGRAL CCGL 200G,UN,7.5,13.0,5,97.5
168218,2024-12-03,7898403780918,4022110,LEITE PO INTEG BETAN,UN,8.49,2.0,2,16.98
168235,2024-12-07,7897542800037,4071100,OVO BCO IANA GDE C30,UN,14.49,49.0,48,710.01
168250,2024-12-09,7893000980006,4051000,MARGARINA DELINE CREMOSA 500G,1/4,5.99,3.0,3,17.97
168264,2024-12-11,7898387120083,4051000,MANTEIGA NATVILLE C SAL 500G,UN,25.99,3.0,3,77.97
168274,2024-11-02,7897318512676,4061010,QJO MUSS DAVACA MINI K,KG,63.97,446.0,1,28530.62
168275,2024-11-02,7898080640413,4029900,LEITE CONDESADO ITALAC CAIXA DE 395G,UND1,6.2,2.0,1,12.4
168300,2024-12-05,7891000325858,4022110,LEITE PO NINHO INTEGRAL LATA 380G,UN,20.99,3.0,2,62.97
168305,2024-12-05,7897318500628,4061010,QUEIJO DAVACA MUSSARELA ZERO LACTOSE 1KG,KG,74.66,0.41,1,30.610599999999998
168309,2024-11-04,7898929966056,4022110,LEITE PO INTEGRAL CCGL 200G,PC,6.93,10.0,1,69.3
168353,2024-12-23,7897318572816,4051000,MANTEIGA DAVACA COM,UN,27.99,7.0,7,195.92999999999998
168379,2024-12-19,7897318507016,4051000,MANTEIGA DAVACA 200G,UND,12.99,2.0,2,25.98
168400,2024-08-31,7897318535408,4061010,QUEIJO MUSSARELA KG,KG,50.0,1778.0,5,88900.0
168427,2024-06-01,7898215150138,4061010,QUEIJO MUSSARELA PIRACANJUBA KG,KG,44.93,144.0,1,6469.92
168434,2024-12-17,7898387120380,4012010,LEITE L NATVILLE INT UHT C TAMP 1L,UN,6.54,3.0,3,19.62
168470,2024-06-08,7898080640413,4029900,LEITE CONDESADO ITALAC 395G,UN,6.25,5.0,5,31.25
168477,2024-11-23,7897318572816,4051000,MANTEI DAVACA C S 500G,UN,25.51,1.0,1,25.51
168478,2024-09-05,7898403782387,4012010,LEITE BETANIA INTEGRAL 1L 1 L,UN,4.96,1.0,1,4.96
168498,2024-10-04,7898945133203,4012010,LEITE LIQ DAMARE 1LT UND C TAMPA INTEGRAL,UN,5.99,1.0,1,5.99
168526,2024-07-13,7898403782387,4012010,LEITE LIQ BETANIA INTEGRAL C TAMPA 1L,UN,6.35,2.0,2,12.7
168539,2024-11-23,7897318572816,4051000,MANTEIGA DAVACA 500G,UN,27.19,1.0,1,27.19
168556,2024-10-15,7898945133203,4012010,LEITE LIQ DAMARE INTEGRAL 1L,UN,6.69,1.0,1,6.69
168569,2024-07-13,7891000325858,4022110,LEITE PO NINHO INT LT 380G,UN,19.99,4.0,4,79.96
168589,2024-08-24,7898080640413,4029900,LEITE CONDENSADO ITALAC 395G SEMIDESNATADO,UN,5.99,1.0,1,5.99
168591,2024-08-24,7896051130055,4022110,LEITE PO INTEGRAL ITAMBE 200G,UN,8.49,1.0,1,8.49
168602,2024-06-21,7898403781298,4029900,LEITE CONDENSADO BETANIA,Un,7.18,2.0,2,14.36
168667,2024-07-05,7897542800037,4071100,OVOS BCO IANA 30UN GRA,UN,20.99,41.0,41,860.5899999999999
168670,2024-05-08,7898403781298,4029900,LEITE COND BETANIA TP 395G SEMIDESN,UN,5.99,4.0,4,23.96
168676,2024-10-25,7896051130055,4022110,LEITE PO ITAMBE INTEGRAL 200G,UN,8.18,1.0,1,8.18
168678,2024-11-21,7896704800304,4061090,QJ MIN FRES TINA KG,Kg,65.87,664.0,2,43737.68
168686,2024-06-14,7898945133203,4012010,LEITE LIQ DAMARE INTEGRAL 1L,UNID,6.99,1.0,1,6.99
168697,2024-07-19,7898929966056,4022110,LEITE PO CCGL INT 200G 1X200G,UN,7.65,12.0,2,91.80000000000001
168703,2024-06-22,7898080640413,4029900,LEITE CONDENSADO ITA,UN,7.99,2.0,2,15.98
168704,2024-06-22,7898080640413,4029900,LEITE CONDENSADO ITALAC 395G,UN0001,4.55,3.0,3,13.649999999999999
168707,2024-11-22,7898929966056,4022110,LEITE PO CCGL INT 200GR PROM,UN,7.48,125.0,40,935.0
168719,2024-10-02,7891000325858,4022110,LEITE PO NINHO INTEGRAL 380G,UNID,22.45,1.0,1,22.45
168729,2024-09-10,7898080640413,4029900,LEITE CONDENSADO ITALAC 395G,UN,6.89,1.0,1,6.89
168750,2024-10-03,7896259410133,4022110,LEITE PO CAMPONESA INTEGRAL 200G,UND,7.95,1.0,1,7.95
168781,2024-08-23,7891000065440,4029900,LEITE COND MOCA 395G TP SEMIDESNATADO,UN,7.99,5.0,5,39.95
168795,2024-06-05,7897318535408,4061010,QJO MUSSARELA KG,KG,54.93,144.0,1,7909.92
168816,2024-06-04,7896051130055,4022110,LEITE ITAMBE PO INTEG SACHE 200G,UN,8.49,8.0,6,67.92
168825,2024-07-12,7898387120380,4012010,LTE INT NATVILLE 1LT,Un,5.58,94.0,56,524.52
168855,2024-09-21,7897318507016,4051000,MANTEIGA DAVACA COM SAL 200G,UN,11.5,1.0,1,11.5
168880,2024-07-29,7898929966056,4022110,LEITE EM PO CCGL 200G,UN,9.25,1.0,1,9.25
168916,2024-09-17,7896051130086,4022110,L PO ITAMB 750G INT,Un,32.9,3.0,3,98.69999999999999
168921,2024-08-29,7898080640413,4029900,LEITE CONDENSADO ITALAC 395GR,UN,5.92,79.0,1,467.68
168949,2024-10-15,7898929966056,4022110,LEITE EM PO INT CCGL 200G,UN,6.99,4.0,3,27.96
168951,2024-10-23,7898403781298,4029900,L COND BETANIA 395G,UN,6.9,4.0,3,27.6
168995,2024-07-13,7898929966056,4022110,LEITE CCGL INTEGRAL 200G,UN,8.99,6.0,5,53.94
169026,2024-08-20,7896051130055,4022110,LEITE PO ITAMBE INT 200G SC,UND,7.39,4.0,4,29.56
169035,2024-09-24,7898945133203,4012010,LEIT LQ DAMARE 1L UN,UN,6.29,8.0,4,50.32
169044,2024-06-10,7898080640413,4029900,LEITE CONDENSADO ITALAC 395G,un,6.29,1.0,1,6.29
169052,2024-10-16,7898403780918,4022110,LEITE EM PO INTEG BETANIA 200,UN,9.85,3.0,3,29.549999999999997
169055,2024-08-28,7898080640413,4029900,LEITE CONDENSADO ITALAC 395G,UN,6.5,5.0,5,32.5
169058,2024-08-12,7898403782387,4012090,LEITE LIQ BETANIA INTEGRAL 1L,UN,6.99,2.0,2,13.98
169064,2024-10-29,7898403781298,4029900,LEITE CONDESADO BETANIA 395G,UND,6.99,1.0,1,6.99
169078,2024-08-29,7898080640413,4029900,LEITE CONDENSADO ITALAC 395G,UN,5.7,1.0,1,5.7
169099,2024-12-20,7891000065440,4029900,LEITE CONDENSADO MOCA SEMIDESNA,UN,8.99,2.0,2,17.98
169102,2024-08-27,7898929966056,4022110,LEITE CCGL PO INTEGRAL 200 G,un,7.99,1.0,1,7.99
169106,2024-05-11,7898387120083,4051000,MANTEIGA NATVILLE CSAL 500G,UN,23.49,6.0,5,140.94
169124,2024-12-16,7898945133203,4012010,LEITE LIQ DAMARE INT 1L,UN,6.89,2.0,2,13.78
169142,2024-06-04,7897318507016,4051000,MANTEIGA DAVACA C SAL 200G,UN0001,10.99,17.0,17,186.83
169160,2024-06-13,7898929966056,4022110,LEITE PO INT CCGL PCT 200G,UN,7.99,56.0,56,447.44
169163,2024-08-10,7898403781298,4029900,LEITE COND BETANIA SEMI DESN 395G TP,UN,4.99,38.0,29,189.62
169183,2024-08-15,7898080640413,4029900,LEITE COND SEMI ITALAC 395G,UN,6.79,4.0,3,27.16
169184,2024-08-15,7897318524938,4069020,QUEIJO MINAS PADRAO DAVACA,UN,29.99,1.0,1,29.99
169195,2024-10-26,7897318519156,4069020,QUEIJO PRATO DAVACA FAT KG,KG,52.11,152.0,1,7920.72
169199,2024-07-23,7896051130086,4022110,LEITE PO ITAMBE INT 750GR PROM,UN,31.35,7.0,7,219.45000000000002
169208,2024-06-28,7898403782387,4012010,LEITE BETANIA 1L INTEGRAL,UN,5.49,10.0,9,54.900000000000006
169223,2024-08-14,7896051130055,4022110,LEITE EM PO INTEGRAL ITAMBE 200G SACHE,UN,7.68,15.0,13,115.19999999999999
169228,2024-07-13,7898945133203,4012010,LEITE DAMARE INTEGRAL 1L,UN,6.2,3.0,3,18.6
169233,2024-05-16,7897542800037,4072100,OVO IANA GD BCO C 30 PROM,UN,19.98,2.0,2,39.96
169239,2024-08-14,7898387120380,4012010,LEITE INT NAT 1L,UN,4.58,63.0,12,288.54
169278,2024-10-09,7898945133203,4012010,LEITE DAMARE INTEGRAL 1L,UN,6.69,3.0,2,20.07
169279,2024-12-14,7896036090244,4022110,OLEO SOJA LIZA 900ML,UN,10.69,8.0,8,85.52
169288,2024-07-06,7898945133203,4012010,LEITE DAMARE INTEG,UND9,5.35,616.0,259,3295.6
169290,2024-09-20,7898387120380,4012010,LTE INT NATVILLE 1LT,Un,5.49,220.0,26,1207.8
169295,2024-10-03,7891000325896,4022120,L PO NINHO INT 750G,UN,51.99,2.0,2,103.98
169316,2024-11-23,7896051130055,4022110,LEIT PO ITAMB 200G UN,UN,7.69,44.0,31,338.36
169317,2024-08-16,7898403782387,4012010,LEITE L VIDA BETANIA INT C TAMPA 1L,UN,5.35,51.0,45,272.84999999999997
169319,2024-08-16,7898080640413,4029900,LEITE CONDENSADO ITALAC 395G,UND,6.69,15.0,13,100.35000000000001
169347,2024-09-11,7898403780918,4022110,LEITE PO BETANIA INT SH 200G UN,Un,8.66,6.0,6,51.96
169357,2024-09-30,7898403782387,4012010,LEITE LONGA VIDA BETANIA INTEGRAL 1L,UN,7.99,1.0,1,7.99
169395,2024-10-14,7898929966056,4022110,LEITE PO CCGL INTEGRAL 200G,UN,7.49,6.0,4,44.94
169414,2024-05-27,7891000065440,4029900,L COND MOCA 395G UN,UN,7.47,10.0,7,74.7
169433,2024-11-23,7897318507016,4051000,MANTEIGA DAVACA PRIMEIRA QUALIDADE COM SAL 200G,UN,10.99,2.0,2,21.98
169444,2024-07-10,7891000325896,4022110,LEITE EM PO NINHO INT 750G,UN,27.9,5.0,5,139.5
169466,2024-09-20,7897318572816,4051000,MANTEIGA DA VACA 500,UN,31.59,1.0,1,31.59
169491,2024-05-14,7898945133203,4012010,LEITE LIQ DAMARE INTEGRAL 1L,UND,14.28,1.0,1,14.28
169513,2024-11-27,7898080640413,4029900,LEITE COND ITALAC SEMID TP395GR PROM,UN,6.28,55.0,15,345.40000000000003
169516,2024-10-12,7897967907113,4072100,OVO BCO KEROVOS GDE C 30UN,UN,16.99,18.0,16,305.82
169517,2024-09-24,7897856400282,4061010,QUEIJO MUSSARELA CONQUISTA,KG,56.25,88.0,1,4950.0
169523,2024-10-12,7898387120380,4012010,LEITE INTEGRAL NATVI,UN,7.39,8.0,4,59.12
169549,2024-08-19,7898080640413,4029900,LEITE COND ITALAC 395G,UN,7.49,1.0,1,7.49
169550,2024-10-21,7891021006071,4090000,CAFE TRADICIONAL MELITTA 250G,UND,12.9,1.0,1,12.9
169575,2024-05-07,7897318535408,4061010,QUEIJO DAVACA MUSSARELA KG,KG,47.65,298.0,2,14199.699999999999
169606,2024-12-29,7898403781298,4029900,LEITE COND BETANIA 395G,UN,6.26,3.0,1,18.78
169624,2024-11-20,7897318507016,4051000,MANTEIGA DAVACA C S,UN,12.9,2.0,2,25.8
169638,2024-12-15,7898403782387,4012010,LEITE L BETANIA INT C TAMP 1L,UN,7.49,3.0,3,22.47
169693,2024-10-27,7898387120380,4012010,LEITE NATVILLE INTEGRAL 1L,UN,5.99,12.0,9,71.88
169710,2024-07-21,7898080640413,4029900,L COND ITALAC SEMI T,UND9,5.95,50.0,35,297.5
169714,2024-07-21,7897318572816,4051000,MANTEIGA DAVACA C SAL 500G,UN,28.9,9.0,9,260.09999999999997
169718,2024-07-28,7896051130055,4022110,LEITE PO ITAMBE SCH,UN,8.99,8.0,8,71.92
169742,2024-10-06,7898268390017,4061010,QUEIJO MUSSARELA CAMPA NELLA,KG,47.01,1118.0,7,52557.18
169743,2024-06-02,7898403782387,4012010,LEITE BETANIA UHT IN,UN,5.69,10.0,10,56.900000000000006
169745,2024-06-02,7897967907113,4071100,OVOS BCO KEROVOS GRANDE C30,UN,19.99,21.0,21,419.78999999999996
169756,2024-08-01,7898931506011,4061010,QUEIJO MUSSARELA FAZ BEM KG,UN,42.68,0.4,1,17.072
169767,2024-11-02,7896051130055,4022110,LEITE PO ITAMBE 200G,UN,7.29,2.0,2,14.58
169777,2024-11-03,7898403780918,4022110,LEITE EM PO BETANIA 200G INTE,UN,6.81,2.0,1,13.62
169779,2024-11-03,7897967907113,4072100,OVO BCO KEROVOS GDE C 30UN,UN,14.49,67.0,67,970.83
169815,2024-11-11,7897318535408,4061010,QUEIJO MUSSARELA DAVACA,KG,46.0,428.0,1,19688.0
169818,2024-11-11,7897318507016,4051000,MANTEIGA DAVACA 200G,UN,13.25,1.0,1,13.25
169824,2024-11-14,7896051130055,4022110,LEITE PO ITAMBE INT 200GR PROM,UN,7.48,49.0,14,366.52000000000004
169830,2024-11-14,7896704802629,4069030,QJ TINA E ROLF REINO FRAC KG,KG,89.96,0.46,2,41.3816
169842,2024-11-15,7897318507016,4051000,MANTEIGA DAVACA 200G,UN,10.43,1.0,1,10.43
169851,2024-11-15,7898387120380,4012010,LEITE INT NATVILLE 1LT,UN,5.89,19.0,18,111.91
169855,2024-11-16,7891000065440,4029900,LEITE COND NESTLE MOCA TP 395G,UN,5.99,9.0,5,53.910000000000004
169860,2024-11-18,7898929966056,4022110,LEITE CCGL INTEGRAL 200G,UN,7.93,2.0,1,15.86
169883,2024-12-04,7898403782929,4022110,LEITE PO BETANIA INTEGRAL SACHET 750G,UN,33.69,4.0,4,134.76
169913,2024-12-09,7898929966056,4022110,LEITE CCGL INTEGRAL 200G,UN,8.99,3.0,3,26.97
169939,2024-08-03,7898387120380,4012010,LEITE UHT NATVILLE INTEGRAL 01L 01X01L,UN,5.38,1.0,1,5.38
169974,2024-11-11,7896051130055,4022110,LEITE EM PO ITAMBE 200G,UN,8.69,1.0,1,8.69
169983,2024-10-11,7891000325896,4022110,LEITE PO NINHO SACHE INT 750G,UN0001,38.19,2.0,2,76.38
